id,name,风格,风格_multi,风格_证据,风格_关键词,产品,产品_multi,产品_证据,产品_关键词,工艺,工艺_multi,工艺_证据,工艺_关键词,风味,风味_multi,风味_证据,风味_关键词,经营,经营_multi,经营_证据,经营_关键词,价格带,价格_置信,区,商圈,评分,评论数,外卖,团购,分店数,菜品摘要,brand_product,conflict
l9X4DlMeGLjmNzAh,有间烧烤,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳市人民医院,,,,,0,,,
G6J0fF7o2dh4lB9f,捌零烤串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳市人民医院,,,,,0,,,
G94KQEunru5crGWS,老街坊炸串(塔山路店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳市人民医院,,,,,0,,,
l6cSSgiF55wGPuQK,清真·山羊小串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,荥阳市,荥阳市,,,,,0,,,
H262hdqF46hqk0Vu,蛋壳炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,新郑市,航空港区,,,,,0,,,
GaBYlj8DhLLwW6j2,多美士炸鸡汉堡(康平湖店),美式/西式,False,C:品牌映射,brand:多美士,鸡排,False,C:品牌映射,brand:多美士,裹粉炸,False,C:品牌映射,brand:多美士,原味,False,C:品牌映射,brand:多美士,外卖型,False,C:品牌映射,brand:多美士,10-15,A,中牟县,沃金/山顶福都,,3,1,,0,韩式炸鸡_爆浆鸡排_招牌连心脆_果蜜冰爽柠檬水,,
G2a0qJOe343gYELk,好美味汉堡炸鸡(长安路店),韩式,True,A:菜品直接证据,韩式;原味鸡,鸡腿+鸡翅+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;烤翅;叉骨;鸡块,烤炸复合,False,A:菜品直接证据,烤翅,原味+香辣+酱香,True,A:菜品直接证据,原味;麻辣;黑椒;奥尔良,Unknown,False,D:无证据,,30-50,A,中牟县,沃金/山顶福都,,,,,0,牛肉披萨_鱼香肉丝盖浇饭_水果披萨_辣子鸡盖浇饭_水蜜桃汁_藤椒鸡腿堡_深海鳕鱼堡_绝味叉骨_原味鸡块_奥尔良烤翅,,
k6bowNfe8F02jv20,多美士炸鸡汉堡(永威南樾店),美式/西式,False,C:品牌映射,brand:多美士,鸡排,False,C:品牌映射,brand:多美士,裹粉炸,False,C:品牌映射,brand:多美士,原味,False,C:品牌映射,brand:多美士,外卖型,False,C:品牌映射,brand:多美士,15-20,A,中牟县,沃金/山顶福都,口味:3.7 环境:3.6 服务:3.7,14,1,1,3,蟹黄堡_超级牛肉堡_带翅全腿_汉堡三兄弟_熔岩牛霸堡_霸王鸡块_奥尔良烤腿堡_田园香蔬堡_牛肉汉堡_双层劲霸堡,,
G3OwaAkIrWTiFioa,红峡炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中牟县,沃金/山顶福都,,,,,0,,,
l5fqsanO3jc4LLyN,卤林小镇花椒鸡(小河刘店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,香辣+酱香,True,A:菜品直接证据,麻辣;酱香,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,中牟县,沃金/山顶福都,,,1,1,0,招牌麻椒鸡_酱辣鸭架_麻辣鸡头_酱香牛肉_青麻鸡_酱辣猪蹄,,
H5DqBqUugionXxTf,老贾饼夹菜炸串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中牟县,沃金/山顶福都,口味:3.4 环境:3.4 服务:3.4,1,,,0,,,
l8Qc0EMC7L48aCSV,吖咪吖咪·韩式炸鸡,韩式,True,A:菜品直接证据,韩式;美式,鸡排+鸡架/锁骨/叉骨,True,A:菜品直接证据,鸡排;鸡叉骨,生炸/现炸,False,A:菜品直接证据,现做,黑胡椒+酱香,True,A:菜品直接证据,经典;黑椒;奥尔良,含团购,False,B:团购字段,1,15-20,A,中牟县,沃金/山顶福都,口味:3.4 环境:3.5 服务:3.4,2,,1,0,韩式炸鸡_招牌炸鸡叉骨_香嫩咖喱鸡排沙拉_港台风味鸡排沙拉_新奥尔良鸡排沙拉_现做现烤黑椒烤肠披萨_现做现烤美式培根披萨_现做现烤意式香肠披萨_现做现烤黑椒牛肉,,
k1hqnGB2ijcvttZ9,多美士炸鸡汉堡(郑报润园店),美式/西式,False,C:品牌映射,brand:多美士,鸡排,False,C:品牌映射,brand:多美士,裹粉炸,False,C:品牌映射,brand:多美士,原味,False,C:品牌映射,brand:多美士,外卖型,False,C:品牌映射,brand:多美士,10-15,A,中牟县,沃金/山顶福都,口味:3.7 环境:3.6 服务:3.7,19,1,1,11,韩式炸鸡_比翼双飞_拉丝热狗棒_酷啦啦小排_黄金蝴蝶虾_经典鸡米花_蟹黄堡_带翅全腿_汉堡三兄弟_霸王鸡块,,
k824NcGAeE0On8bI,真心鸡排(荥阳店),Unknown,False,D:无证据,,鸡排+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,大鸡;鸡腿;鸡排;鸡米花,裹粉炸,False,A:菜品直接证据,脆皮,甜辣,True,A:菜品直接证据,芝士;黑椒,Unknown,False,D:无证据,,15-20,A,荥阳市,荥阳汽车站,口味:3.5 环境:3.5 服务:3.5,10,,,0,香甜奶油爆米花_小牛肉串_脆皮年糕_超级鸡排堡_炸香肠_网红小面筋_劲爆鸡米花_鸭肉,,
H9mO1YXagtWmSpcx,KimMin-Hee韩式炸鸡(水岸嘉年华店),韩式,False,C:品牌映射,brand:KimMin-Hee,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:KimMin-Hee,裹粉炸,False,C:品牌映射,brand:KimMin-Hee,甜辣+酱香,True,C:品牌映射,brand:KimMin-Hee,外卖型,False,C:品牌映射,brand:KimMin-Hee,15-20,A,新郑市,西亚斯大学,,,1,1,0,炸鱼豆腐_炸地瓜丸_韩式酱料_拉丝雪花芝士丸子_雪花芝士酱料_韩式火鸡面_单人可乐特惠_无骨鸡块,,
l9tvUlhrxxOzA70u,正新鸡排·炸鸡烧烤(西亚斯店),美式/西式,False,C:品牌映射,brand:正新,鸡排,False,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,新郑市,西亚斯大学,,,1,1,0,正新大烤肠_香辣鸡排套,,
EcxZtWAkVCSvnvdy,老城炸鸡(平安路),Unknown,False,D:无证据,,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,A:菜品直接证据,大鸡;鸡腿;鸡叉骨;鸡丁;鸡皮,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,新密市,行政服务中心,口味:3.4 环境:3.4 服务:3.4,10,1,1,0,鸡皮夹馍_肉肠夹馍_甜麻鸡腿_战斧大鸡腿_多肉鸡叉骨_鸡丁夹馍_冰糖雪梨,,
GahDATImKpsz4WKN,多美士炸鸡汉堡(康平湖店),美式/西式,False,C:品牌映射,brand:多美士,鸡排,False,C:品牌映射,brand:多美士,裹粉炸,False,C:品牌映射,brand:多美士,黑胡椒+酱香,True,C:品牌映射,brand:多美士,外卖型,False,C:品牌映射,brand:多美士,15-20,A,中牟县,沃金/山顶福都,口味:3.5 环境:3.5 服务:3.5,3,,1,0,现做现烤黄金榴莲披萨_新奥尔良鸡排沙拉_香嫩咖喱鸡排沙拉_港台风味鸡排沙拉_现做现烤黑椒烤肠披萨_现做现烤美式培根披萨_现做现烤意式臻选披萨_现做现烤黑椒牛肉披,,
G25ZXZzfrs9Zc0X9,京味炸鸡,Unknown,False,D:无证据,,整鸡/大单品+鸡腿,True,A:菜品直接证据,大鸡;鸡腿,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,巩义市,汽车站,,,1,1,0,油炸手枪大鸡腿_京味炸鸡,,
layMSiGPeOV7idxC,鸡遇炸鸡,Unknown,False,D:无证据,,鸡腿+鸡翅+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;鸡翅;鸡块,生炸/现炸,False,A:菜品直接证据,现炸,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,巩义市,汽车站,,,1,1,0,海苔鸡柳_黄金玉米酥_茄盒_美麟鸡块_现炸小鸡腿_现炸鸡翅_现炸琵琶腿,,
l7VIp56MqHS0gNIO,小伟炸鸡(杜甫像农贸市场店),Unknown,False,D:无证据,,鸡腿,True,A:菜品直接证据,鸡腿;鸡翅;鸡叉骨;鸡丁;鸡爪,Unknown,False,D:无证据,,酸甜,False,A:菜品直接证据,甘梅,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,巩义市,汽车站,口味:3.4 环境:3.4 服务:3.4,5,1,1,0,炸河虾_炸鱼_炸蘑菇_招牌手枪腿,,
G6ZZ301GAITaAz3q,香脆秘制炸鸡,中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨,True,A:菜品直接证据,香酥鸡;鸡腿;鸡叉骨,Unknown,False,D:无证据,,原味,False,A:菜品直接证据,香酥,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,Unknown,D,管城回族区,管城回族区,口味:3.5 环境:3.6 服务:3.6,,1,1,0,香酥鸡叉骨_超大手枪腿_香脆鸡腿块_一口爆汁鸡鲍鱼_香脆琵琶腿,,
k33jq853HWfQCQkA,咔咔点自助炸鸡工厂店,中式,False,A:菜品直接证据,脆皮炸鸡,鸡腿,False,A:菜品直接证据,鸡腿,裹粉炸,False,A:菜品直接证据,脆皮,Unknown,False,D:无证据,,堂食+外带,False,C:店名推断,自助,30-50,A,中原区,科学大道,口味:3.8 环境:3.8 服务:3.8 品种:3.9,22,1,1,0,,,
H9OwIxrN6OBK24hR,浚县炸鱼,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,管城回族区,福都生活广场,,,1,,0,,,
l155QpWpRZmCvkAg,脆鸡日记(豫英路店),Unknown,False,D:无证据,,整鸡/大单品+鸡腿+鸡排+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,全鸡;鸡腿;鸡排;鸡块,Unknown,False,D:无证据,,黑胡椒,False,A:菜品直接证据,黑胡椒,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,管城回族区,福都生活广场,口味:3.6 环境:3.6 服务:3.6,1,1,1,0,全鸡_小鸡排_旺仔牛奶一排_薯块_大鸡腿两支_黑胡椒鸡块,,
k6PquJ9Y4jpKY4IH,兴义斋茶缸串串地摊自由,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,原味,False,A:菜品直接证据,经典,Unknown,False,D:无证据,,50+,A,管城回族区,福都生活广场,口味:3.6 环境:3.6 服务:3.6,27,,,0,经典牛油锅底_超值自选串串餐_牛羊肉卷_碗装荤菜,,
l44L5auoWR3F7iwQ,80后饼夹菜,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,管城回族区,福都生活广场,口味:3.5 环境:3.5 服务:3.5,6,1,,0,,,
H4NEDa2g7wIVY3It,怪味炸鸡,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,管城回族区,福都生活广场,,,,,0,,,
k7srGFk1mJTs1T1n,BIG·大桔韩式炸鸡,韩式,False,C:店名推断,韩式,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,金水区,祭城/大旺城,,,1,,0,,,
GavmWpNoxZA2kMUC,咂八块炸鸡自助(高新万科店),中式,False,A:菜品直接证据,卤味炸鸡,Unknown,False,D:无证据,,腌炸,False,A:菜品直接证据,卤味炸,Unknown,False,D:无证据,,堂食+外带,False,C:店名推断,自助,30-50,A,中原区,科学大道,口味:3.9 环境:3.9 服务:3.9 品种:4.0,62,1,1,0,秘制自腌招牌卤味炸鸡,,
laD7OmXkADVbunXk,炸鸡大王,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中原区,科学大道,,,,,0,,,
G9OQ2j7haIlTJYTF,随便炸炸(高新万科广场店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,中原区,科学大道,,,1,,0,,,
k8UfFrIyMejnaRv2,胡夫炸串(万达广场郑州高新店),中式,False,C:品牌映射,brand:胡夫,鸡架/锁骨/叉骨,False,C:品牌映射,brand:胡夫,生炸/现炸,False,C:品牌映射,brand:胡夫,香辣,False,C:品牌映射,brand:胡夫,档口/摊位,False,C:品牌映射,brand:胡夫,Unknown,D,中原区,科学大道,,1,,,0,,,
k5YAaWVKyWnHMVZd,小熊炸鸡,韩式,False,A:菜品直接证据,韩式,鸡腿,False,A:菜品直接证据,鸡腿,Unknown,False,D:无证据,,香辣,False,A:菜品直接证据,香辣,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,管城回族区,经开区,,1,1,1,0,韩式炸鸡中份_香辣鸡腿堡,,
G7StwhmzcUxm5od1,七公·吮指炸鸡(滨河店),美式/西式,False,C:店名推断,吮指,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,管城回族区,经开区,,,1,,0,,,
kagcR8qrQv5mdnHM,深海炸鱼,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,管城回族区,经开区,,,,,0,,,
FbL9iz8V0WuKKlQx,多美士炸鸡汉堡(利明店),美式/西式,False,C:品牌映射,brand:多美士,鸡翅+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:多美士,裹粉炸,False,C:品牌映射,brand:多美士,原味,False,C:品牌映射,brand:多美士,外卖型,False,C:品牌映射,brand:多美士,10-15,A,管城回族区,经开区,,,1,1,21,卡通鸡块_酷啦啦小排堡_酷拉拉小排堡_黄金紫薯酥_藤椒翅尖_赤焰烤全腿_冰柠果蜜柠檬汁,,
Haqd9OBIDFzQEKyu,烙馍卷面筋·烧烤·烤冷面(经开店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,管城回族区,经开区,,,1,,0,,,
l2f1OM3P33uWJszP,郭小厨烤炉鸡蛋灌饼,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,原味+黑胡椒,True,A:菜品直接证据,经典;黑胡椒,含团购,False,B:团购字段,1,10-15,A,管城回族区,经开区,,5,,1,0,黑胡椒肠_双蛋灌饼_里脊肉片_香煎肉排_经典烤炉鸡蛋灌饼,,
k5BbH6ScDDTXFs2b,炸鸡烤鱼(农业路店),中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡翅+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,脆皮鸡;鸡腿;鸡翅;鸡叉骨;鸡米花,裹粉炸,False,A:菜品直接证据,脆皮,原味,False,A:菜品直接证据,香酥,Unknown,False,D:无证据,,Unknown,D,金水区,经三路沿线,口味:3.5 环境:3.5 服务:3.5 食材:3.5,2,,,0,雪花鸡柳_无骨鸡块_油炸凤尾鱼_香酥鸡米花_美味无刺龙利鱼_脆皮鸡翅根_无骨鸡柳_黄金小叉骨_香酥去头大虾_美味扒皮鱼,,
l4oVyhlmGW0EiRvO,朴东杰黄油芝士炸鸡,韩式,False,C:品牌映射,brand:朴东杰,鸡翅,False,C:品牌映射,brand:朴东杰,裹粉炸,False,C:品牌映射,brand:朴东杰,黄油芝士,False,C:品牌映射,brand:朴东杰,堂食+外带,False,C:品牌映射,brand:朴东杰,Unknown,D,管城回族区,经开区,,,1,,0,,,
k6wMjOoIXNkqB3pv,炸鸡叉骨,Unknown,False,D:无证据,,鸡架/锁骨/叉骨,False,C:店名推断,鸡叉骨,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,管城回族区,经开区,,,,,0,,,
G2sZwdu792C8FNEr,嘴豪爽生炸鸡架(荥阳吾悦店),Unknown,False,D:无证据,,整鸡/大单品+鸡腿+鸡翅+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,A:菜品直接证据,大鸡;鸡腿;鸡翅;鸡架;鸡柳;鸡胗,生炸/现炸,False,A:菜品直接证据,生炸,酸甜,False,A:菜品直接证据,甘梅,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,10-15,A,荥阳市,吾悦广场,口味:3.8 环境:3.7 服务:3.8,69,1,1,0,豪爽鸡翅根_美味脆鸡胗_超级鸡叉骨_给力大鸡柳薯条_咖喱鸡肉饼_轰炸鸡腿_爽炸鸡香脖,,
k7jTJVnnSbS6BYbn,921布袋馍烧饼夹菜,Unknown,False,D:无证据,,鸡腿,False,A:菜品直接证据,鸡腿,Unknown,False,D:无证据,,黑胡椒,False,A:菜品直接证据,黑胡椒,含外卖,False,B:外卖字段,1,Unknown,D,中牟县,县政府,,,1,,0,亲亲肠_鱼皮脆_包心鱼丸_开花牛肉丸_包心牛肉丸_西兰花_上海青_油麦菜_菠菜_西葫芦,,
G7oG3MPPOmLBLvQC,炸鸡店,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中牟县,县政府,,,,,0,,,
l3PnASb0GWHBFFI9,满巍明生炸鸡架(荥阳吾悦广场店),中式,False,C:品牌映射,brand:满巍明,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳+鸡脖/其他部位,True,C:品牌映射,brand:满巍明,生炸/现炸,False,C:品牌映射,brand:满巍明,香辣,False,C:品牌映射,brand:满巍明,档口/摊位,False,C:品牌映射,brand:满巍明,20-30,A,荥阳市,吾悦广场,口味:3.4 环境:3.4 服务:3.4,19,1,1,0,生炸鸡架_搏一博生炸鸡脖_脆皮小鸡腿_鸡腱腿_芝香藕条_椒盐架豆王_轰炸大鸡腿_给力大鸡柳_生椰鸡腱_超级鸡叉骨,,
H54DOO4kVSRtcAJq,锁骨先生,中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,香酥鸡;鸡锁骨;鸡米花,裹粉炸,False,A:菜品直接证据,酥炸,原味,False,A:菜品直接证据,香酥,含团购,False,B:团购字段,1,10-15,A,中原区,嘉锦酒店,口味:3.5 环境:3.5 服务:3.5,5,,1,0,招牌香酥鸡锁骨_黄金龙骨脆_招牌特色鸡柳_香酥炸鸡柳_鸡米花_嘎呗脆薯条,,
l1BRUbNhrQqaemtW,延庆观炸鸡(伊河路店),中式,False,C:品牌映射,brand:延庆观,鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:延庆观,卤炸,False,C:品牌映射,brand:延庆观,原味,False,C:品牌映射,brand:延庆观,档口/摊位,False,C:品牌映射,brand:延庆观,15-20,A,中原区,嘉锦酒店,口味:3.9 环境:3.8 服务:3.9,23,1,1,0,鸡扇排_统一金桔柠檬罐装_脆骨肉_美味鸡米花_秘制叉骨_福利秘制整只鸡_可口可乐罐_炸鸡_百事可乐无糖瓶装_统一鲜橙多罐装,,
G5RyfvoSz82563vv,文扬烧饼炸串,Unknown,False,D:无证据,,Unknown,False,D:无证据,,裹粉炸,False,A:菜品直接证据,脆皮,香辣,True,A:菜品直接证据,香辣;黑胡椒,含外卖,False,B:外卖字段,1,15-20,A,中原区,嘉锦酒店,口味:3.5 环境:3.5 服务:3.5,16,1,,0,藤椒鸡肉丸子_鸡肉汉堡串_脆皮淀粉肠_安井黄金蛋饺_弹力鱼棒_雪花里脊肉排_芝麻球_鲜椒_骨肉相连_台湾烤肠,,
k77FV2Z6j36Ml7PM,工人路炸鸡(工人路店),Unknown,False,D:无证据,,鸡腿,True,A:菜品直接证据,鸡腿;鸡米花,Unknown,False,D:无证据,,酸甜,False,A:菜品直接证据,橙,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,中原区,嘉锦酒店,口味:4.2 环境:4.1 服务:4.1,363,1,1,0,千层烤饼_热饮茶品_牛气冲天牛肉堡_虾堡_蓝莓汁,,
k2KzVENXkyQlZiPF,鸡柳小哥(工人路店),中式,True,A:菜品直接证据,香酥鸡;三合一,整鸡/大单品+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,香酥鸡;鸡柳,Unknown,False,D:无证据,,原味,False,A:菜品直接证据,香酥,含团购,False,B:团购字段,1,<10,A,中原区,嘉锦酒店,,1,,1,0,招牌三合一_鸡柳薯条年糕三合一_香酥鸡柳,,
H9Kncv0Rx2haMY5X,香葱大饼·养生粥·炸鸡炸鱼,韩式,False,A:菜品直接证据,无骨炸鸡,鸡腿,True,A:菜品直接证据,鸡腿;鸡叉骨;鸡柳,裹粉炸,False,A:菜品直接证据,脆皮,原味,True,A:菜品直接证据,香酥;酱香,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,<10,A,惠济区,北大学城,口味:3.9 环境:3.9 服务:3.9,14,1,1,0,酱香饼_小米粥_大刺鱼块_巴沙鱼,,
l7jWXjbE47DaX3ZH,KOOSI韩式炸鸡,韩式,False,C:店名推断,韩式,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,惠济区,北大学城,,,1,,0,,,
G9Zzv07sMQT39pqB,0090炸鸡汉堡(国基店),Unknown,False,D:无证据,,鸡腿+鸡翅+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;全翅;鸡米花,Unknown,False,D:无证据,,香辣+甜辣+黑胡椒,True,A:菜品直接证据,香辣;芝士;黑椒,含团购,False,B:团购字段,1,15-20,A,惠济区,北大学城,,1,,1,0,香辣全翅_劲爆鸡米花_香芋派_薯条_金黄半鸡_香辣鸡腿堡_板烧鸡腿堡_芝士虾排_黑椒鸡块_板烧鸡肉卷,,
G1GHExA1ZTiIz3b7,牛魔王汉堡炸鸡茶饮(香山路店),复合型,False,A:菜品直接证据,双拼,Unknown,False,D:无证据,,裹粉炸,False,A:菜品直接证据,脆皮,甜辣+酸甜+芥末,True,A:菜品直接证据,蜂蜜;孜然;甘梅;芥末,含外卖,False,B:外卖字段,1,30-50,A,惠济区,北大学城,,,1,,0,火龙果鲜果炒酸奶_全家福_抹茶夹心奥利奥_摇滚椰子灰_椰子灰炒酸奶_蜂蜜芥末口味_甘梅味炸鸡_玉米甜心_芒果椰果蒎_脆皮香蕉,,
G4fz6Et1RAwm6XNz,校堡王汉堡炸鸡(英才街牧经店),美式/西式,False,C:品牌映射,brand:校堡王,鸡腿+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:校堡王,裹粉炸,False,C:品牌映射,brand:校堡王,原味,False,C:品牌映射,brand:校堡王,学校周边,False,C:品牌映射,brand:校堡王,15-20,A,惠济区,北大学城,口味:3.7 环境:3.7 服务:3.7,25,1,1,0,香辣鸡腿堡可乐两个鸡小腿_半边炸鸡_无骨炸鸡盒子_蟹脚棒_香辣小腿_双层鸡腿堡,,
G6vrUTKNeuyeoID0,侠客炸鸡汉堡(北大学城店),Unknown,False,D:无证据,,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,全鸡;鸡腿;鸡架;鸡块,裹粉炸,False,A:菜品直接证据,脆皮,香辣+孜然+黑胡椒,True,A:菜品直接证据,麻辣;孜然;黑椒,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,惠济区,北大学城,,,1,1,0,曲薯_麻辣鸡架_脆皮小鸡腿_脆皮大鸡腿_薯塔_煎蛋_孜然鸡柳_牙签肉_黑椒鸡块_烤肠,,
G1oKmMGgBiwvCjDf,咔滋炸鸡店(新悦街店),Unknown,False,D:无证据,,整鸡/大单品+鸡排+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,整鸡;鸡腿;鸡翅;鸡排;鸡叉骨;鸡米花,裹粉炸,False,A:菜品直接证据,脆皮,香辣+酱香,True,A:菜品直接证据,香辣;奥尔良,含外卖,False,B:外卖字段,1,15-20,A,中牟县,县政府,口味:3.5 环境:3.5 服务:3.5,3,1,,0,老北京鸡肉卷尊享版_鸡柳堡_鲜芋奶茶_香辣鸡米花_台湾红豆饼_可口大鸡排_至珍七虾堡_奥尔良雪花鸡排_藤椒雪花鸡排_香脆爆汁杏鲍鱼菇,,
H3g5Seao5QMXp9hX,正新鸡排·炸鸡烧烤(丹尼斯街市店),美式/西式,False,C:品牌映射,brand:正新,鸡排,False,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,中牟县,县政府,口味:3.5 环境:3.5 服务:3.5,1,1,1,0,香辣鸡排套_爆料鸡排_正新大烤肠,,
EAlxNz1WW4J94uN6,怪味炸鸡(西黄流村店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,惠济区,北大学城,,,,,0,,,
k3fsCg6tSALd2pMK,黎太院韩式炸鸡(英才街店),韩式,False,C:品牌映射,brand:黎太院,鸡腿+鸡翅+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:黎太院,裹粉炸,False,C:品牌映射,brand:黎太院,甜辣,False,C:品牌映射,brand:黎太院,堂食+外带,False,C:品牌映射,brand:黎太院,20-30,A,惠济区,北大学城,口味:3.5 环境:3.5 服务:3.5,14,1,1,0,韩式对翅_黄金鸡块_脆香鸡米花_黄金蝴蝶虾_嫩脆小鸡腿_笑脸脆薯_酥酥糯糯年糕_爆辣韩式火鸡面_爆辣韩式火鸡面酥酥糯糯年糕_嫩脆多汁鸡翅中,,
